20 10000
12 -14 6
6 -1 2
2 -4 10
-6 4 3
5 3 14
-45 -26 1
-6 20 5
21 9 11
0 7 14
-19 6 9
27 -16 4
26 10 10
-3 25 12
-2 -33 16
-11 -6 6
-16 -1 6
5 0 2
8 -44 10
27 30 6
16 8 6
18 -1 1903 1193
22 -13 736 1
5 11 0 678
2 4 5966 1
10 6 1054 1
18 -16 0 1446
18 12 3803 1
5 0 7153 208
4 42 5918 1
-8 -18 8821 981
-28 7 7572 1090
48 0 7155 1298
-13 -13 5676 283
7 30 1385 1
-5 5 4338 1
25 31 3339 794
-13 -2 756 816
-17 8 4251 838
29 6 4047 1
-58 15 0 1
0 -16 5892 287
5 19 7761 1
-3 0 2851 169
22 -35 1040 1
12 -21 0 1
-3 2 5172 387
24 -13 0 2107
5 6 8225 1
0 19 8052 867
-11 -7 14709 329
9 24 11109 1
-13 -4 6622 946
9 8 10603 473
-39 -13 4417 853
44 -32 1436 1
1 28 7366 1
-20 4 0 1
-13 1 6411 159
5 0 2771 132
0 25 4601 1
-16 -8 4529 1
-3 8 1114 1
28 -16 0 494
-42 0 6322 1
-8 -40 1845 1
-6 -14 0 985
-22 -31 0 280
-6 -27 2180 1
9 -1 5825 128
0 -4 4594 1
-30 17 0 1
7 -4 1601 1
-8 1 10921 1
22 15 4944 1
-19 -1 6648 1
-14 -30 10066 1
16 15 0 402
-28 5 2926 399
4 0 7720 1
23 4 8033 1
-27 10 8180 1
-17 -4 6496 292
-19 6 3627 979
-32 -21 0 1
35 28 0 543
5 -9 8450 1
9 0 1966 70
5 -17 15189 1
-20 -1 9570 1
-6 35 9589 1
11 -29 0 60
-41 -4 12775 1153
-22 22 7561 1466
11 -6 3981 1
-21 28 2048 1
9 -6 3507 780
-6 -13 9348 1
-3 17 6600 1213
5 4 0 451
-19 1 798 582
26 -21 2434 869
-22 8 2117 1
-5 -9 9799 768
-17 -13 14428 1
12 21 4630 1
7 12 2502 481
25 -12 0 1918
10 -4 1019 1148
24 -4 0 230
25 -27 4663 1
-11 -1 2608 1
16 0 2754 620
13 0 5139 1
-11 1 5887 525
-6 -12 12438 1466
12 13 4016 1
8 -6 1303 1525
43 13 4940 979
30 -14 3698 210
-1 18 10247 1
28 -6 9773 1
10 -6 7558 634
-3 -3 7902 1260
5 22 7292 1
-7 -44 5334 1
0 -8 0 1
-8 17 8410 209
38 -13 2883 201
-4 -16 9 1
6 34 5162 221
-17 14 7855 1
-7 19 2969 1026
2 -24 9052 1
16 18 12597 1
8 27 8400 1104
6 -2 8035 1
13 16 16359 1
10 15 4007 748
39 9 4014 1
2 29 4450 1
-9 17 6877 1
-22 0 385 1
-10 23 11392 388
-18 18 5328 1610
-2 27 8302 1
-18 -26 6136 875
-7 -31 5881 477
12 -3 0 1
0 17 8613 527
7 -24 2703 445
-8 -9 930 1
1 -24 14838 2152
-33 0 7740 1020
-31 12 6379 1385
34 22 2307 1
16 -3 0 1145
11 38 0 292
4 -6 4406 547
-23 23 12796 1245
7 10 0 1
-52 -37 4204 549
-6 7 5278 265
-8 -21 3573 1
-32 16 5799 378
-18 6 1764 1
20 10 11257 1
-47 -14 4342 1
-42 -3 9497 180
-13 -31 11410 1003
-28 2 11818 427
-2 -4 0 573
19 -8 1133 1349
1 -29 0 383
-8 45 4093 439
3 -3 4885 1
-12 6 2302 185
-1 -4 6828 1377
8 -18 3561 1
14 6 17288 1
7 -2 4935 154
-32 17 1513 1
-3 -2 2726 731
37 21 3722 1
-32 13 3288 376
-19 18 0 1617
5 -14 4787 1
4 3 2639 519
-4 16 4293 1
0 -9 0 1
-4 -19 11287 211
16 4 6112 552
7 -5 6736 1
-17 -35 12484 1
-11 -10 3020 1
25 -28 11827 1274
10 -2 0 401
-6 -9 8836 1
-7 12 5740 141
27 11 1909 1671
22 -11 6819 1
-20 10 10416 630
-8 33 6525 1
15 -21 19755 476
-7 4 7405 1
-15 -18 468 1249
-34 7 1664 140
-27 -18 6453 1
-26 -1 1887 492
-4 -13 0 1
-7 -5 0 1
7 35 0 710
-5 -18 3742 1169
0 -2 6905 10
-3 4 6135 1
-1 3 0 1
-17 -17 4588 837
-22 16 336 1
-44 -28 4531 1
9 24 3033 1
8 17 6699 1
10 -26 8073 955
-7 11 9424 1
21 20 7677 2335
-21 11 3558 1
-10 -19 0 1
-14 -22 0 2116
3 -9 943 1028
1 3 17027 1
-3 -13 7493 702
17 -26 6798 2522
-36 -32 2425 1
14 20 2153 1
-22 30 5629 1
26 22 11500 108
-16 -1 6785 394
-42 1 6223 1355
-23 1 9316 1
-10 -32 6865 1
-21 3 5243 1940
16 38 2027 330
12 -13 5462 1167
-38 25 14684 1092
40 -6 4733 1
6 -1 9255 1268
19 -1 5186 2
-5 15 8318 1
28 46 0 1
15 1 2185 328
10 30 3494 1168
7 14 1043 1
22 21 7337 1
14 -36 6525 1
-14 -11 3921 183
-17 13 6072 1
-18 17 2829 663
12 -5 5525 1
-1 4 2595 831
-12 -27 0 785
-14 -26 4503 1
-7 25 2702 47
7 1 4585 1
4 15 9429 1025
32 12 0 2148
35 -12 15506 1888
4 -16 10706 205
-23 9 0 406
0 -13 1660 1169
-4 37 5320 1
22 5 11471 1
-11 -1 0 1152
2 10 642 1
-2 10 0 1179
13 -2 10214 1
-34 -20 2086 1
-2 -33 11092 1
-39 1 6210 1
32 27 16034 1
11 -9 2493 136
14 -12 2403 838
15 33 7439 1557
11 -24 5797 1
-23 5 10464 1
11 -25 0 1
-36 35 9099 3598
-28 -5 0 203
25 9 0 1
6 0 2140 561
-26 35 4413 210
-15 24 0 1
18 43 4869 1144
-46 -32 0 1
7 4 6200 1125
-9 20 10663 1
14 -13 6406 1667
-3 12 5081 750
13 13 2149 1
-13 -5 0 701
-32 50 9621 1655
5 -4 11695 1
-8 -14 0 2162
-16 -32 2713 1
-21 19 11860 1179
7 -31 0 1
-2 19 1726 1292
-32 -4 1826 32
-11 -15 9804 322
18 22 1377 1
-30 14 8534 1524
-1 23 9893 1
-2 2 3968 450
0 -3 4608 2445
-6 7 0 2660
6 0 3578 1344
-6 -15 2894 1
-5 -32 2903 1
2 17 9532 938
2 -18 5228 2907
-14 -11 11161 744
6 -25 3842 1
0 23 2423 1
-19 -3 8620 1
0 -1 10229 1
2 -4 0 1
15 5 3413 1
-3 -14 0 944
13 14 6301 1
-8 -49 4186 336
-6 4 3611 1
26 32 7894 1
3 12 3796 1
-8 -21 5211 1
13 7 5864 521
-24 -8 1906 1
14 10 2969 1
-8 -24 6133 1
9 -7 6175 1540
4 14 11085 168
20 17 2963 860
39 2 5883 1124
3 -18 4987 1
-20 14 0 1062
-24 -7 17512 140
11 10 8203 1
4 8 7613 206
7 30 4856 1
7 31 0 1641
0 -27 8804 1
10 -17 0 1
-26 2 7879 1
-2 10 10393 614
-15 8 10373 1
11 7 0 566
-4 10 5904 1
-6 28 8311 571
-43 12 9217 1786
-20 16 6587 561
18 -23 426 813
0 15 3411 1070
12 -2 7658 1
-17 -41 195 1
-4 -26 10218 1
-2 3 9058 1
-22 -24 5555 1
16 32 1363 1
26 17 6722 1801
-21 36 1657 1
10 -12 17961 1700
11 13 1256 1
-17 -51 4716 615
-14 21 6175 1
-4 -3 1579 82
11 -34 13844 619
-24 6 1248 1
-13 -11 4726 59
19 20 8633 1
5 2 1210 1
-4 19 3311 682
23 -3 4101 1
-15 15 10826 1
9 -2 7794 1
0 -37 16298 164
28 13 9175 1
53 14 9816 1
-14 -18 3914 521
-1 2 4939 2647
22 -43 0 1
18 0 5539 1
24 -4 151 1
-9 1 5771 581
-13 -40 0 1
-3 -5 11789 1
-9 -36 4588 204
-16 -23 0 878
-31 -20 4105 1
-31 -13 6043 85
8 -11 0 1
5 -6 6116 1
31 -21 0 286
-37 -17 2696 1
-23 -1 0 694
-1 0 8037 1
7 -25 2070 1
-14 6 6686 601
-1 -22 6677 1
-31 8 2128 887
12 23 0 1
-24 0 6695 592
-6 -29 12765 1
-46 -20 11673 1
-27 8 5591 380
0 3 19658 1
-2 13 8612 182
-14 -16 5417 1
-1 4 10879 1
-48 -35 6072 1
-6 43 15656 647
14 -14 8638 1
36 20 0 1
15 -14 1920 1
-6 3 12588 1
11 -18 11526 93
-42 -19 2494 581
33 9 0 8
42 27 4285 1319
0 -28 9336 1
-7 -37 0 1
5 29 624 1
-8 -15 6887 1
-14 -6 1532 1
22 27 0 134
0 -32 0 167
-5 -10 9904 521
-16 22 10189 1811
25 -5 1694 1
-7 22 4738 1545
-17 12 2385 1160
20 -28 0 1
2 -13 3609 333
-13 -14 2339 783
34 -12 6539 1
7 -17 169 496
-8 -12 11351 1214
15 12 10505 1
-27 34 0 745
-13 15 1190 1008
36 27 3156 1
-1 -54 11373 1
-6 -4 0 1
-37 -36 3843 1
-8 17 4970 1260
-9 6 11446 912
7 -27 7286 911
15 4 12044 1
57 0 10966 1
7 25 2646 1
-23 -1 4850 327
35 1 12253 1
1 7 7512 1
-8 11 1122 2
-21 -3 11811 784
-1 -4 5380 401
-5 16 0 1
-27 -28 1071 1
-8 4 9500 1
25 3 0 1
1 -28 12968 743
44 -16 6732 1342
6 4 8102 1481
-8 -10 1298 181
24 16 7801 1029
13 15 10119 1333
-10 3 4574 1
-15 19 4428 289
-12 -7 4852 1328
27 23 6935 1
-6 -41 4889 1509
12 -6 0 1
28 -4 788 1498
8 -13 9233 1
34 36 4273 1
28 41 8818 1
28 5 8759 1
-15 -9 0 1
-28 2 4902 134
5 -5 8846 1
-18 -37 4281 1
3 -2 7283 1
-10 -4 6340 1
-17 20 9036 551
-26 -3 8437 1
-29 28 2510 726
-18 -18 1342 4
2 -11 2734 2187
-18 13 864 799
36 -48 5005 1
-6 5 7155 1
-19 11 8684 2
36 8 4403 1914
-13 24 15233 1
18 21 7652 758
-29 16 2717 171
37 30 13162 325
47 21 2944 1285
-4 -4 9497 817
0 -19 5484 1
-41 0 8127 378
-37 0 8619 1
29 11 7773 1
18 44 0 357
-3 -11 14248 1
3 12 1898 1603
-8 -9 0 1244
4 -36 1508 348
14 1 3493 186
38 8 9030 932
1 12 9964 711
-37 8 4299 1
-11 10 13005 1155
-34 17 7834 206
50 25 7743 1
8 0 3366 1
-7 0 0 1098
27 0 0 356
13 4 927 1
28 15 11379 1362
-8 0 6874 1
-41 42 4099 1
4 11 2924 1
27 -24 4346 1
-17 20 0 122
23 12 2579 1
10 -30 359 1
23 21 6081 350
-25 0 1728 1
17 20 9039 86
30 40 4259 463
32 10 4903 792
-17 0 3415 1
-36 -17 5869 1
8 1 1995 1928
2 -1 0 1464
10 3 4851 20
-7 10 2014 1
-10 -19 8710 776
45 -39 3940 1
19 26 4411 293
-19 5 2447 622
-9 2 0 128
-16 34 0 789
4 -42 3486 1
24 1 6222 1
11 25 4567 163
13 42 5137 525
7 7 3685 466
-9 -2 7407 4
49 37 2390 1
-32 6 0 1498
-13 -14 7393 1
10 -33 4567 240
32 32 0 1
7 -15 12130 1
-45 22 5502 290
1 -28 10704 566
-2 22 3485 728
0 17 7495 82
23 10 6249 604
-13 -3 2469 1280
-3 -6 1868 1
-8 5 809 1
-8 -20 0 1
50 7 5781 1
-16 -7 2588 1043
2 22 2037 637
7 3 685 110
-10 -33 3619 1
10 -5 1838 1
-10 -3 0 696
45 5 4931 49
-8 -3 4375 1
-9 -7 5844 1145
-1 23 13481 1
-6 -18 1889 1
-8 44 0 608
5 -14 7115 1
-13 -36 16150 219
-22 -22 0 862
4 -23 4818 1462
29 -3 7830 1
16 -3 12751 1878
4 -11 3530 1
10 4 0 458
-10 48 4943 1
16 6 8884 713
-20 9 5835 1039
3 13 1226 18
-27 -4 0 1120
-3 -7 0 1
-21 11 9416 1
16 4 216 879
-31 0 12878 15
-21 28 4571 467
18 0 4089 1
0 -8 12230 1088
-23 -18 0 125
-13 23 10042 1533
-2 -41 3484 1271
39 1 0 1
-25 -18 5488 335
8 28 6488 169
41 0 8469 952
4 -15 13843 1
-3 4 0 225
31 39 11182 1
20 -5 169 1
15 -42 11487 1338
10 15 4669 1019
-15 34 12178 1
-32 -13 963 1
-24 -10 2120 530
-8 -29 0 1
13 18 0 1
-20 14 6196 55
-3 14 1136 163
-15 36 0 545
-31 23 10005 1333
12 -28 1340 1138
13 19 373 2492
-21 8 2955 1
9 0 0 418
-1 -9 1522 1387
-11 8 4849 1
19 -13 9994 1565
-2 5 13175 1
5 3 4072 1
-22 39 1388 1
-19 31 3665 1
-3 -29 15107 21
-13 -20 7257 1
-3 12 7692 311
42 32 0 1
-9 0 8135 1
-53 10 3906 1
-10 2 0 1
-6 -6 5934 1
-6 -40 2132 476
51 46 0 747
9 3 5195 1
-36 -24 10469 1089
5 10 5290 1242
10 -3 4900 1
-9 -32 7759 1
21 14 7841 1
8 11 1862 458
14 -31 6335 1
10 -6 7993 1
-12 -2 6331 1
-21 32 8151 1
-18 -8 0 1
20 -6 10472 587
6 -7 3736 554
-47 13 0 819
2 -14 10184 1
-10 -21 0 511
6 -49 1620 388
4 8 5437 1410
23 -8 1475 707
25 -6 2422 1974
0 10 7741 1
-39 -12 10551 1467
5 27 13300 121
12 15 1240 839
17 -28 8900 440
-24 54 5470 1911
-17 -15 9620 1
-11 -3 0 1
-2 39 6535 1111
45 1 549 1
9 -1 13445 1088
-3 2 5279 1
15 6 580 691
25 15 0 409
0 -21 6632 550
-19 4 5788 532
2 22 5520 34
29 31 3511 1
30 -9 786 1
-30 -37 0 1600
5 15 292 1
-6 -22 9870 1027
-11 -24 17776 1
12 8 13880 338
-13 6 3254 1
-1 -15 1063 203
-5 23 7280 1
-1 38 10689 1
-8 -5 5081 129
0 28 9928 175
8 -9 5901 158
49 6 8188 2498
5 -1 10930 598
14 -22 4860 615
-2 13 19575 162
2 -20 11512 1381
14 20 13646 893
-35 19 2842 40
22 -27 4599 696
-7 7 5584 1
-43 -17 6489 1
-6 0 10250 1
4 20 8496 1172
5 24 8186 969
-24 19 4582 583
-23 -27 11078 1493
15 -15 5858 1
-38 12 9949 329
8 2 10218 425
9 4 2528 1
-1 23 4822 517
7 1 4490 874
-24 -20 0 1
-18 19 3996 3
-16 0 8346 1792
10 -29 2006 1
-15 17 10158 1648
-5 -30 3586 1632
-29 -27 9470 1740
6 -37 4345 1754
-4 19 8140 1
-44 2 6458 1
-23 -9 4716 842
8 1 0 152
2 -22 4604 558
-12 29 1429 340
20 13 6991 1
-8 50 7628 1
0 -18 11824 1852
-29 -22 0 385
15 -12 0 40
-10 9 4851 1020
21 22 2724 1301
3 -12 3228 962
-25 4 10206 371
17 22 12374 642
-9 3 5226 1775
-20 -14 2379 1
33 -22 2328 641
23 -12 8371 1
-21 8 4991 154
-2 -25 0 1
-2 33 2499 1
0 -9 1120 2098
-1 -33 8387 1766
5 -13 11215 1
24 12 12195 1
-29 -16 8807 546
-27 -16 3944 753
6 -1 8048 1084
-16 11 0 1
12 17 3511 1
-2 -14 4124 1705
16 12 1912 1
-14 -4 0 382
-39 -21 12105 1
3 -38 3167 127
52 -7 2847 415
-6 10 5871 1061
-7 54 1826 1
1 -37 6861 634
-11 15 6701 1370
-19 -38 1100 1055
-21 -23 0 1
24 22 8559 54
15 -6 0 1585
-7 -3 1622 292
2 -23 1458 263
34 28 7147 1
-18 9 2539 348
17 -2 7594 412
0 3 9557 1
-3 -32 14336 1
17 -2 1816 223
-57 15 0 493
11 -34 3451 85
37 -33 4178 679
29 -14 5950 1
14 -2 0 1
2 23 5896 1
0 -9 113 1051
-18 11 1661 1
18 0 5579 1
17 -5 5733 1
-13 4 6874 1387
-18 -15 3578 435
5 -12 0 1351
-12 1 10056 1
-5 -3 6684 1
15 -18 7337 1
-6 40 1472 861
-30 24 1402 548
-4 -18 3255 1356
6 -14 3524 1
-43 10 3523 1378
24 18 65 4295
-31 15 1117 1
-8 -19 0 1
25 4 6432 183
-5 -7 2186 1023
-50 -10 0 1
13 -30 6872 970
-10 19 6849 1
23 -1 5281 1
25 -23 7532 460
17 17 1086 280
26 0 0 1
-22 2 6554 1186
-3 16 10312 886
37 24 1795 1
0 36 17844 1
18 -18 0 1
-19 -22 1328 1
40 11 8133 1
-9 15 13701 1
-4 -1 1317 1522
15 6 7949 1
12 -3 0 1124
-5 7 2118 1
9 10 711 1
-7 -10 0 710
12 -19 5107 388
1 0 6978 1
-20 -11 6552 200
6 -2 14297 1
16 -12 7022 1
17 8 5036 713
-6 -26 1748 543
-1 -11 10456 1235
-26 32 0 1
-16 13 971 1
14 24 2509 1228
11 27 221 52
-13 1 0 1
-27 10 9131 1
-34 11 2711 851
-10 31 0 1861
30 36 0 1
-3 -9 2537 557
-23 0 6482 327
-35 0 6919 1
7 -5 0 1
-21 -8 3171 2071
13 -1 5327 1
-11 5 6424 1
-4 6 14721 1
23 13 10795 193
28 -18 656 729
5 0 5344 711
1 -20 9115 1
-29 2 12344 899
14 13 0 368
-2 14 2026 823
-10 0 4150 2501
-16 13 6951 1
-11 15 11227 1
18 16 5700 153
22 0 2303 1
-50 -5 1347 835
0 -27 3349 291
-37 -3 5845 1197
11 -24 7580 1
14 1 11060 1410
-29 19 9796 814
26 -10 1536 546
-27 -3 0 461
-32 -21 0 2378
-5 8 3836 1
5 -33 3191 1
-8 -8 2187 824
10 -22 10133 1
13 -18 9838 508
-16 -1 0 1
15 -8 0 123
17 -5 0 364
32 -27 0 1322
14 -28 1597 540
-29 31 10201 1
0 -23 2341 22
-20 43 8682 1
0 4 16097 1
50 -7 1344 368
6 -10 4043 1100
19 9 8158 1933
20 0 984 1
22 -11 1259 1
6 35 3387 591
17 9 5313 555
-22 -27 665 627
16 -22 9339 463
-16 -1 12426 1
0 -13 0 344
4 12 11147 676
-17 -3 2682 1
-10 10 11454 1
19 0 6933 1
-2 31 4897 26
-4 -41 0 1
-13 -22 0 498
-1 -25 4200 63
-5 -25 6448 1
23 0 1889 369
-24 -32 5690 671
0 -45 10991 1927
8 37 3097 1
-3 -1 9343 79
-5 12 562 1
33 -18 3922 1
0 -3 5603 1781
-4 31 2981 1
24 25 8026 1
-5 -1 0 1413
-24 -35 8962 604
2 -18 3996 964
-16 24 0 1102
14 21 7055 1
25 0 4419 788
8 -19 7652 1
-10 2 7779 271
12 5 7919 1
-3 -22 3143 1
26 -25 8768 306
17 -1 1073 1091
7 -9 9330 209
13 -9 8642 1
-28 -51 6622 746
-7 7 0 1
-2 -23 3386 1
-10 19 4751 1
23 -16 0 506
-22 29 5010 148
37 -5 6746 1340
15 -36 0 70
-1 28 1716 1
0 16 0 186
23 28 1079 683
-9 -8 9625 1556
-7 1 9774 1
-21 1 6000 87
-30 -36 7940 1
-10 1 9331 1
-3 -4 234 112
-5 15 9257 1
1 17 0 739
-4 6 7207 1
18 -19 5304 364
34 -20 0 384
5 -30 12957 898
13 -10 3204 1784
17 50 16877 952
4 58 12689 829
19 -23 3386 1
-7 14 0 486
-2 6 5887 737
-13 4 9291 1
-10 7 6422 1
26 8 13750 1
10 9 3444 899
24 -11 8940 1
-20 19 5835 1
-21 -22 511 191
-16 2 6579 536
-3 -10 0 491
0 -21 0 1
13 18 4462 1
6 8 13475 1
2 6 0 770
1 -9 8917 310
-29 31 0 1
-35 17 9129 1
5 -14 3306 1
12 15 5063 1199
-6 0 12976 1592
-3 30 6621 1122
-14 -19 141 517
17 -7 0 240
0 28 0 132
15 -30 828 681
-16 -12 7074 1
-18 9 10718 1
2 -22 11397 1
3 19 0 696
0 -11 6977 1
-2 -10 5738 423
9 11 3251 1
-6 -26 5347 1
12 10 101 1
14 -22 6193 364
24 -37 5390 1
20 29 14110 1102
24 -9 16106 1
-11 14 11934 819
6 31 14570 203
-39 1 10777 1
2 25 6131 3227
18 21 1321 1
-47 -13 5385 1
24 -26 7187 1
-13 -2 4129 467
-7 -11 2062 1246
23 17 10918 1015
18 -6 3967 1109
0 -9 4645 1036
3 10 0 1
6 17 9880 1
20 19 0 1
22 3 6451 1
14 -28 7824 1
-7 26 7937 273
-11 13 7619 805
-18 -32 14424 1
-21 29 4871 47
-8 -26 7567 1
5 18 12784 393
-5 -7 7597 2143
26 2 9711 1
-7 6 2146 1
9 -1 0 581
-13 0 9369 805
6 -10 4662 1
-7 12 6329 1
32 2 8987 224
42 -3 8258 602
-12 -21 9366 180
13 29 0 1149
26 4 12445 1
-34 -16 4772 1
5 0 11491 613
-39 0 0 1
-18 -28 4573 1
23 -6 14144 1
-27 16 12625 350
-6 26 3310 1
11 25 3401 1
29 -3 4375 1
-5 -16 6647 1
-7 -10 0 1234
5 11 7554 1213
-2 -22 8279 1
-33 7 3182 1
-28 -12 12422 552
-27 -22 14694 218
7 55 2484 1
25 0 6985 1204
-1 2 14503 1489
-12 -26 5101 1
-9 17 4679 44
-15 -19 13055 186
-40 15 4203 85
-26 25 1564 1
8 -8 7877 790
22 -33 0 1
35 -45 11746 1159
1 -54 4866 216
-11 22 7311 1538
9 26 7026 1407
-25 -41 0 1768
31 17 3311 1
-1 5 13149 1
-5 20 8317 937
-4 -38 6957 769
-13 10 0 144
-18 6 0 993
5 18 0 708
-36 14 10689 1
-13 6 0 310
36 -11 8246 1680
1 0 3946 91
-30 15 0 1
-12 26 0 1
-10 0 5672 1
13 -9 11195 537
21 -8 0 1
-31 25 6097 1
-8 3 2497 32
-7 0 0 1134
-11 25 9401 773
19 8 4482 1
8 -30 11492 141
2 -6 12088 1
5 3 5438 19
21 -10 0 1233
15 -16 6206 32
23 -20 4425 194
6 8 2477 1
0 38 9493 1
-7 -8 4702 238
3 -41 4023 1
-14 19 1786 557
26 8 10354 516
-31 -14 5280 1
-4 27 6220 1118
-5 -10 7479 1
-35 12 6298 1
9 -24 0 1427
6 19 978 1
-2 -3 2700 1
-25 -37 4022 1213
24 -4 2496 1
-19 4 4900 1048
16 -3 6028 177
-44 43 21654 1
-30 -15 10343 519
20 30 0 387
12 21 12262 1
-1 19 7278 717
10 19 6655 1
0 9 6561 564
33 -5 6860 1136
-26 26 3783 1
-22 7 2765 1103
-23 21 1234 154
29 9 0 1
-10 21 0 1
-27 -6 0 323
-14 20 4887 1241
16 9 5537 1
4 13 9126 30
4 12 0 1
-3 -9 9587 1
22 -11 4373 1713
-6 -32 0 1099
-10 -1 4890 1
-5 11 5364 711
19 -23 4849 1
43 -16 5457 1
-1 20 5660 1
-5 -4 7303 1118
2 -2 1638 971
-23 -11 11302 1
32 21 12069 911
25 -6 557 631
-3 9 5768 1
-24 15 0 1
-9 -14 12123 587
19 -12 7862 384
29 3 2841 1239
12 1 11280 701
-19 31 9890 231
-21 20 8180 296
1 -23 6358 1
10 -34 0 505
-1 -35 8134 97
-15 -9 165 1
-22 1 12324 1
5 15 14173 424
0 -12 6337 1
0 14 7221 425
11 6 2425 6
16 -22 5289 1
-3 -21 0 1
2 0 0 980
27 22 5017 179
-22 -26 4785 1
-15 -20 378 1
6 5 3009 1
-4 -23 11807 1
19 27 14422 1
13 -10 0 436
7 -5 0 1
9 -19 7157 63
0 -5 8697 589
14 -2 7793 1
-20 0 3411 418
0 14 4566 1
-24 -10 2542 725
6 33 4023 1
1 14 7996 521
2 -12 1293 1375
-31 9 6057 872
35 1 5020 1
19 16 2777 1636
27 -27 3764 1
-25 17 8959 1
11 -17 9037 235
6 -1 11117 1151
-14 2 8633 1
16 15 0 1
9 10 6489 1
-41 25 6685 1
-12 36 6051 1
11 -22 1366 536
-7 -9 5215 1
-15 3 7528 1107
-9 36 15183 857
-22 -38 10501 1
26 20 11132 1
8 22 2228 991
21 24 0 230
43 -7 0 1
-22 -32 13765 875
30 -9 5865 554
-20 23 11471 1
-5 16 5045 1
11 -12 5371 1607
-11 25 2454 2333
23 6 13985 245
-4 -14 0 1
8 -25 4796 1010
-1 -10 1358 1
3 40 12415 1
-32 15 7020 590
7 23 2661 508
-22 -39 0 1
4 -24 6470 1
12 -10 0 1
17 -20 3949 1321
-15 -3 13420 1
5 -3 8217 1
13 -16 0 1
-8 -38 11613 1
39 -6 11347 2439
-35 3 8636 1
49 11 7673 1281
17 8 12533 1
8 -7 0 1028
8 34 2382 440
29 -10 142 1744
-4 22 0 1
17 -36 4473 982
12 27 3445 1485
1 -53 3506 1
30 24 13586 1
11 15 6347 990
-16 3 11447 222
-4 6 0 1
2 -8 558 731
3 -15 5678 950
16 5 0 349
-7 -29 9405 612
14 3 5984 910
10 22 4162 1
2 16 3956 1
9 -13 16750 47
50 32 5550 1
3 31 3477 1108
24 -14 8636 1
-44 25 6824 1109
0 -18 9812 642
19 13 2040 1923
-20 -6 6460 1564
23 -14 13059 674
-21 -14 0 1
14 11 2270 1
-5 5 0 1752
8 24 3810 431
0 -3 3981 1
38 -3 12335 1
-11 7 8666 138
-29 10 10336 1026
-11 -7 824 1
-16 -16 0 301
21 -5 8228 1498
-8 8 4832 2887
28 11 1941 1
7 -7 6831 1
-7 -6 10443 1
-8 11 15260 531
-12 -35 4446 1272
-17 -42 6820 1
0 -17 1537 2004
37 7 4759 1
-13 7 254 1137
24 -9 1196 406
-11 2 13296 853
1 -5 9311 473
-16 -2 734 1
7 12 10999 1
-5 2 629 1
9 -5 15413 1
-6 8 548 653
10 -14 3361 1
23 23 5385 1
-5 3 4044 103
-9 8 0 650
-36 9 4649 25
-7 3 5569 1815
20 -15 4317 289
-9 37 8885 1
23 -4 4628 544
19 17 8862 443
16 6 6996 1
6 17 527 1120
-21 -12 3569 173
12 -25 8796 1
-14 12 7819 1
-19 -53 11132 114
-1 21 937 387
-38 33 6631 976
-31 18 5790 2121
-2 -26 4324 516
-21 17 0 1
-10 -3 7911 485
-5 -18 6567 1850
-15 -32 3615 497
-21 -2 4807 257
13 -53 8423 1
0 -9 5548 925
55 1 1597 1
2 2 0 524
22 -8 13332 1
24 24 10005 605
17 -5 3349 1
-5 -38 6982 2537
26 10 4426 50
29 -15 0 738
-33 0 8662 293
27 -13 2010 70
-43 -2 0 1
-19 0 0 1
13 36 11770 315
-32 -2 15124 1
-52 -52 10950 1
23 8 10602 1
-9 7 5099 2816
39 -5 9033 213
-10 31 3908 49
-15 5 5991 140
12 38 13408 1
12 27 4950 1
24 21 7663 1
12 -9 1043 1
-21 9 0 1
-7 -37 2263 1310
7 -1 0 1
-2 -19 13402 1
-2 -18 1385 479
6 0 1864 843
17 -33 0 17
0 -3 5952 16
-9 -56 26 84
-8 -6 0 511
0 0 0 1
-22 1 1467 606
21 -15 1885 1072
13 0 0 1
-5 14 8967 1
-47 -2 0 1703
2 2 12329 1
0 1 4043 1
16 25 7677 1
-29 -5 1027 1
27 -8 5954 1770
-22 5 4397 1
-1 17 0 1
-2 -5 2881 812
17 -23 9758 1
-5 -4 4106 1673
10 0 8692 1
-29 2 1909 1
-12 -5 933 395
-15 25 1508 1137
-7 8 4785 1098
-1 45 11829 1
-5 8 6238 714
44 -4 6685 419
-8 10 4731 1314
14 -38 8095 250
-1 -10 3590 1
27 -6 3081 1
-21 15 9993 1
-8 24 0 362
-8 -10 4443 1
29 1 7168 863
0 31 9369 1421
10 41 7934 33
35 4 15542 1
-29 8 0 1
-21 39 12607 1319
5 -6 16288 1
-16 -15 6332 483
-14 8 13173 969
-27 10 4264 507
8 -6 15332 911
11 28 1880 1
-17 -27 3532 179
20 6 0 1
-37 1 4628 1
-15 -7 11276 1
40 36 7788 1020
-5 12 0 1
14 1 9882 521
18 -16 5131 533
-14 7 5195 1
19 -1 16006 1
0 -1 356 1
-4 -16 0 1
1 -33 18434 1
-49 17 13806 506
3 -16 0 125
-39 23 5575 1
-10 4 0 1
9 -23 1173 1
21 -27 0 1488
45 8 17717 2224
21 -30 8475 1276
29 -12 12212 1
-32 2 5772 825
-3 -1 0 1
13 -11 1875 222
2 -2 10846 1
27 16 0 1
2 -12 3061 418
-38 -2 4534 128
41 -14 8855 940
1 -12 10088 751
-22 -45 8475 1541
